
-------------------------------------------------------------------------

   Type    File   Event 
      4      346      38
      0      346      43
      2      346      46
      2      347       1
      2      347       3
      2      347       8
      4      347       8
      0      347      12
      0      347      15
      2      347      16
      4      347      16
      0      347      20
      0      347      22
      0      347      25
      2      347      30
      3      347      32
      0      347      36
      3      347      49
      5      348       6
      4      348       7
      6      348       7
      7      348      11
      0      348      16
      2      348      20
      4      348      22
      8      348      22
      0      348      27
      0      348      28
      0      348      30
      2      348      36
      4      348      36
      1      349       7
      7      349       9
      0      349      10
      0      349      14
      2      349      16
      4      349      16
      2      349      17
      2      349      19
      0      349      20
      2      349      23
      4      349      23
      5      349      24
      1      349      26
      5      349      28
      8      349      28
      0      349      29
      0      349      41
      8      349      42
      1      349      43
      8      349      43
      5      349      45
     3p      349      49
      3      349      49
      1      350       6
      2      350      11
      4      350      11
      2      350      15
      4      350      15
      5      350      18
      7      350      18
      2      350      22
      0      350      23
      1      350      24
      7      350      29
      2      350      31
      4      350      31
      0      350      32
      0      350      36
      3      350      37
      7      350      37
      0      350      38
      4      350      42
      8      350      42
      2      350      50
      2      351       5
      2      351       6
      2      351      10
      2      351      18
      1      351      19
      2      351      20
      7      351      25
      5      351      26
      0      351      33
      1      351      35
      5      351      35
      8      351      38
      1      351      39
      8      351      39
      5      351      42
      1      352       2
      2      352       7
      7      352       7
      8      352      11
      0      352      14
      2      352      16
      4      352      16
      1      352      20
      0      352      21
      2      352      26
      8      352      30
      0      352      37
      0      352      41
      0      352      44
      0      352      45
      1      352      47
      5      352      47
      5      353       2
      7      353       2
      2      353       6
      2      353       8
      1      353      10
      0      353      19
      0      353      21
      2      353      22
      2      353      24
      9      353      25
      3      353      25
      7      353      25
      0      353      26
      2      353      30
      4      353      30
      2      353      43
      0      353      45
      3      353      48
      2      354       1
      4      354       1
      2      354       6
      7      354       6
      1      354       9
      2      354      11
      6      354      15
      2      354      18
      4      354      18
      2      354      19
      4      354      19
      2      354      25
      4      354      25
      3      354      32
      0      354      37
      0      354      41
      1      354      42
      8      354      42
      0      354      44
      0      354      46
      2      355      11
      2      355      16
      2      355      20
      4      355      20
      2      355      22
      4      355      22
      5      355      24
      0      355      25
      2      355      26
      4      355      26
      3      355      30
      8      355      32
      1      355      38
      0      355      39
      2      355      43
      1      355      44
      0      355      45
      2      355      46
      1      355      49
      2      356       6
      0      356       8
      2      356       9
      2      356      10
      4      356      10
      3      356      12
      2      356      14
      2      356      17
      0      356      19
      2      356      25
      2      356      30
      1      356      32
      5      356      32
      2      356      34
      4      356      34
      2      356      35
      4      356      35
      1      356      38
      1      356      41
      2      356      44
      2      356      48
      1      356      50
      5      356      50
      0      357       1
      2      357      10
      1      357      16
      5      357      16
      0      357      19
      0      357      21
      5      357      22
      3      357      25
      1      357      29
      2      357      30
      4      357      30
      2      357      33
      4      357      33
      0      357      35
      2      357      38
      5      357      44
      2      357      45
      2      358       1
      4      358       1
      2      358       6
      4      358       6
      0      358       9
      2      358      11
      4      358      11
      2      358      12
      1      358      19
      1      358      28
      5      358      28
      2      358      32
      1      358      38
      8      358      38
      2      358      44
      4      358      44
      0      358      45
      3      358      46
      2      358      49
      4      358      49
      4      358      50
      1      359       4
      1      359      12
      8      359      12
      0      359      13
      2      359      17
      2      359      18
      4      359      18
      0      359      19
      1      359      21
      2      359      23
      0      359      25
      0      359      27
      2      359      29
      4      359      29
      1      359      44
      2      359      45
      2      359      47
      7      359      49
      2      360      14
      0      360      22
      2      360      28
      0      360      29
      1      360      34
      2      360      40
      4      360      40
      4      360      42
      8      360      42
      2      360      44
      1      360      48
      5      360      48
      1      361       1
      2      361      11
      0      361      16
      2      361      19
      4      361      19
      2      361      23
      2      361      30
      4      361      30
      1      361      35
      5      361      35
      2      361      36
      2      361      40
      4      361      40
      1      362       3
      5      362       3
      2      362       4
      4      362       4
      0      362       5
      8      362       9
      0      362      11
      0      362      12
      1      362      19
      0      362      22
      2      362      25
      2      362      26
      2      362      30
      0      362      34
      0      362      37
      2      362      41
      2      362      45
      4      362      45
      1      362      47
      5      362      47
      8      362      50
      2      363       1
      3      363       2
      0      363       3
      0      363       4
      2      363       7
      1      363       9
      2      363      12
      7      363      12
      5      363      16
      0      363      25
      2      363      27
      5      363      30
      0      363      32
      2      363      36
      1      363      37
      5      363      37
      9      363      38
      3      363      38
      1      363      39
      5      363      39
      0      363      41
      0      363      42
      0      363      43
      0      363      44
      0      364       2
      1      364       3
      5      364       3
      1      364       6
      5      364       6
      8      364       6
      2      364       9
      3      364      10
      1      364      14
      4      364      24
      1      364      30
      5      364      30
      4      364      33
      8      364      33
      0      364      36
      0      364      39
      5      364      40
      2      364      44
      2      364      47
      0      364      48
      2      364      50
      2      365       2
      4      365       3
      7      365       3
      5      365       5
      0      365       6
      2      365      10
      0      365      21
      5      365      25
      0      365      26
      0      365      27
      2      365      30
      0      365      31
      0      365      34
      2      365      48
      2      365      49
      1      366       3
      5      366       3
      5      366      10
      8      366      10
      2      366      14
      2      366      17
      2      366      18
      2      366      21
      2      366      22
      0      366      23
      3      366      26
      2      366      29
      4      366      29
      1      366      30
      2      366      33
      4      366      33
      2      366      34
      1      366      42
      5      366      43
      6      366      43
      0      366      46
      5      366      47
      2      367       2
      4      367       2
      5      367       3
      2      367       5
      4      367       5
      2      367       7
      1      367       8
      2      367      11
      4      367      11
      0      367      16
      2      367      20
      4      367      20
      0      367      28
      2      367      42
      0      367      44
      7      367      48
      1      368       5
      0      368      12
      2      368      15
      2      368      17
      4      368      17
      2      368      19
      0      368      21
      7      368      27
      2      368      32
      1      368      36
      1      368      38
      5      368      38
      0      368      40
      2      368      41
      1      368      44
      2      368      45
      2      368      48
      8      368      50
      1      369       3
      5      369       3
      0      369       9
      0      369      13
      0      369      14
      2      369      15
      7      369      15
      0      369      17
      0      369      22
      0      369      23
      2      369      25
      4      369      25
      0      369      29
      1      369      30
      2      369      33
      4      369      33
      2      369      34
      2      369      37
      4      369      37
      2      369      38
      2      369      44
      4      369      44
      2      370       1
      4      370       1
      2      370       2
      0      370       3
      0      370       9
      2      370      10
      2      370      12
      2      370      13
      0      370      14
      3      370      19
      0      370      20
      0      370      21
      2      370      22
      4      370      22
      0      370      26
      2      370      30
      2      370      33
      2      370      44
      4      370      44
      1      370      45
      8      370      45
      1      370      47
      8      370      47
      0      370      48
      2      370      49
      0      371       2
      2      371       4
      4      371       4
      1      371       7
      0      371      13
      2      371      18
      1      371      20
      0      371      23
      8      371      28
      0      371      30
      2      371      37
      4      371      37
      3      371      49
      1      372       3
      2      372       4
      1      372      10
      5      372      10
      0      372      11
      2      372      18
      4      372      18
      2      372      24
      4      372      24
      2      372      25
      1      372      27
      1      372      28
      8      372      28
      1      372      36
      0      372      38
      2      372      43
      0      372      46
      0      372      49
      3      373       3
      2      373       4
      4      373       4
      0      373       6
      2      373      11
      4      373      11
      0      373      13
      2      373      14
      5      373      16
      2      373      20
      4      373      20
      2      373      24
      1      373      26
      5      373      26
      5      373      27
      1      373      33
      4      373      35
      8      373      35
      5      373      36
      1      373      39
      5      373      39
      0      373      48
      1      373      50
      5      373      50
      2      374       2
      4      374       2
      0      374       8
      2      374       9
      2      374      12
      4      374      12
      5      374      13
      4      374      16
      6      374      16
      1      374      27
      5      374      27
     3p      374      29
      3      374      29
      5      374      32
      0      374      33
      5      374      36
      1      374      41
      1      374      43
      2      374      46
      0      374      48
      1      375       2
      5      375       2
      0      375       3
      5      375       5
      7      375       5
      1      375       6
      2      375       7
      4      375       7
      2      375      14
      0      375      15
      2      375      21
      0      375      23
      1      375      27
      0      375      31
      1      375      36
      4      375      39
      2      375      40
      0      375      41
      2      375      42
      4      375      48
      8      375      48
      2      376       3
      4      376       3
      3      376       7
      3      376      17
      1      376      23
      2      376      25
      2      376      28
      4      376      28
      1      376      32
      1      376      35
      2      376      44
      0      376      47
      2      377       5
      4      377       5
      0      377       9
      0      377      13
      2      377      21
      0      377      23
      0      377      26
      3      377      27
      2      377      28
      4      377      28
      2      377      29
      1      377      30
      5      377      33
      1      377      35
      1      377      36
      8      377      36
      0      377      38
      1      377      43
      5      377      44
      7      377      44
      2      377      46
      4      377      46
      0      377      47
      1      377      48
      5      377      48
      2      377      50
      2      378       1
      0      378       5
      2      378       6
      0      378       7
      9      378      13
      3      378      13
     3p      378      15
      3      378      15
      2      378      17
      2      378      18
      4      378      18
      2      378      26
      4      378      26
      0      378      27
      1      378      28
      2      378      31
      0      378      35
      1      378      37
      2      378      42
      0      378      44
      2      378      45
      4      378      45
      1      378      46
      0      379       8
      2      379      15
      4      379      15
      0      379      27
      2      379      30
      1      379      35
      5      379      35
      2      379      36
      8      379      39
      2      379      43
      2      380      12
      0      380      20
      7      380      28
      3      380      31
      0      380      37
      3      380      42
      4      380      45
      8      380      45
      1      380      46
      5      380      46
      5      381       5
      2      381      19
      2      381      22
      0      381      26
      1      381      32
      3      381      36
      5      381      37
      7      381      37
      2      381      46
      2      382       3
      2      382       9
      1      382      12
      5      382      12
      8      382      12
      5      382      20
      2      382      22
      0      382      25
      0      382      26
      3      382      27
      1      382      28
      0      382      32
      2      382      33
      4      382      33
      5      382      36
      0      382      38
      1      382      41
      8      382      41
      6      382      46
      8      382      47
      1      383       2
      5      383       2
      0      383      11
      2      383      12
      2      383      14
      5      383      18
      0      383      19
      2      383      20
      4      383      20
      5      383      25
      0      383      27
      0      383      29
      0      383      34
      2      383      37
      4      383      37
      2      383      49
      4      383      49
      0      384       9
      0      384      14
      0      384      15
      0      384      19
      0      384      20
      2      384      22
      0      384      24
      1      384      27
      1      384      37
      5      384      37
      4      384      42
      0      384      43
      1      384      46
      5      384      46
      0      384      50
      1      385       5
      5      385       5
      2      385       7
      4      385       7
      0      385      13
      2      385      16
      4      385      16
      2      385      21
      4      385      21
      2      385      27
      8      385      28
      0      385      31
      1      385      34
      5      385      34
      1      385      40
      8      385      40
      1      385      41
      0      385      44
      0      385      46
      0      386       3
      8      386       9
      2      386      10
      2      386      18
      0      386      19
      2      386      28
      0      386      30
      1      386      33
      5      386      33
      1      386      37
      5      386      37
      0      386      40
      0      386      41
      0      386      43
      0      386      44
      2      386      46
      2      386      47
      4      386      47
      0      386      49
      2      386      50
      2      387       1
      5      387       2
      3      387       3
      2      387       6
      2      387       7
      0      387      17
      2      387      19
      5      387      28
      0      387      36
      8      387      38
     3p      387      41
      3      387      41
      0      387      46
      0      388       2
      2      388       3
      4      388       3
      2      388       4
      4      388       4
      1      388       5
      2      388       9
      4      388       9
      0      388      10
      2      388      15
      4      388      15
      0      388      23
      1      388      24
      1      388      26
      0      388      32
      0      388      35
      2      388      44
      7      388      44
      1      388      47
      0      389      14
      0      389      18
      1      389      19
      5      389      19
      2      389      21
      4      389      21
      0      389      22
      0      389      25
      2      389      26
      4      389      26
      2      389      28
      4      389      28
      0      389      29
      0      389      30
      0      389      33
      2      389      35
      1      389      38
      5      389      40
      2      389      43
      1      389      44
      5      389      44
      2      389      47
      4      389      47
      5      390       3
      0      390       9
      2      390      12
      0      390      14
      1      390      19
      1      390      20
      5      390      21
      3      390      24
      2      390      29
      4      390      45
      6      390      45
      0      390      50
      0      391       3
      0      391       9
      1      391      11
      5      391      11
      2      391      17
      1      391      18
      5      391      18
      2      391      19
      0      391      26
      7      391      28
      0      391      29
      2      391      31
      4      391      31
      2      391      32
      4      391      32
      8      391      35
      1      391      36
      5      391      36
      1      391      38
      0      391      39
      9      391      41
      3      391      41
      8      391      41
      0      391      42
      0      391      43
      2      391      45
      2      391      47
      0      392       1
      3      392       4
      0      392       6
      2      392       7
      0      392      10
      8      392      11
      0      392      12
      2      392      13
      0      392      14
      2      392      16
      2      392      17
      4      392      17
      0      392      25
      1      392      29
      5      392      29
      1      392      30
      5      392      30
      2      392      32
      1      392      46
      2      392      47
      2      393       2
      0      393       4
      5      393       6
      0      393       7
      2      393       9
      2      393      12
      0      393      18
      4      393      20
      8      393      20
      1      393      22
      0      393      30
      2      393      36
      2      393      40
      2      393      45
      4      393      45
      2      393      49
      1      394       3
      5      394       3
      6      394       7
      1      394      13
      1      394      15
      0      394      19
      0      394      22
      5      394      26
      2      394      28
      0      394      29
      3      394      34
      2      394      36
      1      394      45
      5      394      45
      0      394      48
      1      394      49
      8      394      49
      4      395       4
      0      395       8
      0      395       9
      1      395      14
      5      395      16
      2      395      17
      4      395      17
      2      395      27
      0      395      29
      5      395      34
      3      395      36
      4      395      39
      6      395      39
      1      395      49
      5      395      49
      0      396       3
      0      396       9
      0      396      12
      2      396      13
      2      396      18
      4      396      18
      1      396      22
      2      396      24
      2      396      25
      0      396      26
      2      396      27
      0      396      28
      0      396      29
      2      396      30
      0      396      36
      6      396      42
      1      396      45
      5      396      45
      0      396      50
      1      397       1
      5      397      12
      1      397      20
      0      397      22
      0      397      28
      0      397      31
      2      397      33
      3      397      34
      0      397      39
      0      397      40
      2      397      43
      0      397      48
      2      397      49
